TERM,ACAD_CAREER,COURSE CODE,CLASS SECTION,Delivery Mode of Lectures,START DATE,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE,OFFER DEPT,INSTRUCTOR
2020-21 Sem 1,UG,COMP1117,1A,Online,2020-09-03,2020-09-24,,,,THU,,,,ONLINE,15:30,16:20,Computer programming,Dept of Computer Science,"Lam,Carmen; Ting,Hing Fung"
2020-21 Sem 1,UG,COMP1117,1A,Online,2020-09-07,2020-10-05,MON,,,,,,,ONLINE,15:30,17:20,Computer programming,Dept of Computer Science,"Lam,Carmen; Ting,Hing Fung"
2020-21 Sem 1,UG,COMP1117,1A,Online,2020-10-08,2020-10-08,,,,THU,,,,ONLINE,15:30,16:20,Computer programming,Dept of Computer Science,"Lam,Carmen; Ting,Hing Fung"
2020-21 Sem 1,UG,COMP1117,1A,Online,2020-10-19,2020-10-19,MON,,,,,,,ONLINE,15:30,17:20,Computer programming,Dept of Computer Science,"Lam,Carmen; Ting,Hing Fung"
2020-21 Sem 1,UG,COMP1117,1A,Online,2020-10-22,2020-11-26,,,,THU,,,,ONLINE,15:30,16:20,Computer programming,Dept of Computer Science,"Lam,Carmen; Ting,Hing Fung"
2020-21 Sem 1,UG,COMP1117,1A,Online,2020-11-02,2020-11-30,MON,,,,,,,ONLINE,15:30,17:20,Computer programming,Dept of Computer Science,"Lam,Carmen; Ting,Hing Fung"
2020-21 Sem 1,UG,COMP2113,1A,Face-to-face,2020-09-03,2020-09-24,,,,THU,,,,CPD-3.04,10:30,12:20,Programming technologies,Dept of Computer Science,"Chim,Tat Wing; Choi,Yi King"
2020-21 Sem 1,UG,COMP2113,1A,Face-to-face,2020-10-08,2020-10-08,,,,THU,,,,CPD-3.04,10:30,12:20,Programming technologies,Dept of Computer Science,"Chim,Tat Wing; Choi,Yi King"
2020-21 Sem 1,UG,COMP2113,1A,Face-to-face,2020-10-22,2020-11-26,,,,THU,,,,CPD-3.04,10:30,12:20,Programming technologies,Dept of Computer Science,"Chim,Tat Wing; Choi,Yi King"
2020-21 Sem 1,UG,COMP2113,1B,Face-to-face,2020-09-02,2020-10-07,,,WED,,,,,CYPP4,10:30,12:20,Programming technologies,Dept of Computer Science,"Chim,Tat Wing; Choi,Yi King"
2020-21 Sem 1,UG,COMP2113,1B,Face-to-face,2020-10-21,2020-11-25,,,WED,,,,,CYPP4,10:30,12:20,Programming technologies,Dept of Computer Science,"Chim,Tat Wing; Choi,Yi King"
2020-21 Sem 1,UG,COMP2113,1C,Face-to-face,2020-09-02,2020-10-07,,,WED,,,,,RHT,10:30,12:20,Programming technologies,Dept of Computer Science,"Chim,Tat Wing; Choi,Yi King"
2020-21 Sem 1,UG,COMP2113,1C,Face-to-face,2020-10-21,2020-11-25,,,WED,,,,,RHT,10:30,12:20,Programming technologies,Dept of Computer Science,"Chim,Tat Wing; Choi,Yi King"
2020-21 Sem 1,UG,COMP2119,1A,Online,2020-09-01,2020-10-06,,TUE,,,,,,ONLINE,12:30,13:20,Introduction to data structures and algorithms,Dept of Computer Science,"Chan,Tsz Hong Hubert"
2020-21 Sem 1,UG,COMP2119,1A,Online,2020-09-04,2020-09-25,,,,,FRI,,,ONLINE,12:30,14:20,Introduction to data structures and algorithms,Dept of Computer Science,"Chan,Tsz Hong Hubert"
2020-21 Sem 1,UG,COMP2119,1A,Online,2020-10-09,2020-10-09,,,,,FRI,,,ONLINE,12:30,14:20,Introduction to data structures and algorithms,Dept of Computer Science,"Chan,Tsz Hong Hubert"
2020-21 Sem 1,UG,COMP2119,1A,Online,2020-10-20,2020-11-24,,TUE,,,,,,ONLINE,12:30,13:20,Introduction to data structures and algorithms,Dept of Computer Science,"Chan,Tsz Hong Hubert"
2020-21 Sem 1,UG,COMP2119,1A,Online,2020-10-23,2020-11-27,,,,,FRI,,,ONLINE,12:30,14:20,Introduction to data structures and algorithms,Dept of Computer Science,"Chan,Tsz Hong Hubert"
2020-21 Sem 1,UG,COMP2121,1A,Online,2020-09-01,2020-10-06,,TUE,,,,,,ONLINE,09:30,10:20,Discrete mathematics,Dept of Computer Science,"Chan,Tsz Hong Hubert"
2020-21 Sem 1,UG,COMP2121,1A,Online,2020-09-04,2020-09-25,,,,,FRI,,,ONLINE,09:30,11:20,Discrete mathematics,Dept of Computer Science,"Chan,Tsz Hong Hubert"
2020-21 Sem 1,UG,COMP2121,1A,Online,2020-10-09,2020-10-09,,,,,FRI,,,ONLINE,09:30,11:20,Discrete mathematics,Dept of Computer Science,"Chan,Tsz Hong Hubert"
2020-21 Sem 1,UG,COMP2121,1A,Online,2020-10-20,2020-11-24,,TUE,,,,,,ONLINE,09:30,10:20,Discrete mathematics,Dept of Computer Science,"Chan,Tsz Hong Hubert"
2020-21 Sem 1,UG,COMP2121,1A,Online,2020-10-23,2020-11-27,,,,,FRI,,,ONLINE,09:30,11:20,Discrete mathematics,Dept of Computer Science,"Chan,Tsz Hong Hubert"
2020-21 Sem 1,UG,COMP2121,1B,Online,2020-09-01,2020-10-06,,TUE,,,,,,ONLINE,09:30,10:20,Discrete mathematics,Dept of Computer Science,"Chiribella,Giulio"
2020-21 Sem 1,UG,COMP2121,1B,Online,2020-09-04,2020-09-25,,,,,FRI,,,ONLINE,09:30,11:20,Discrete mathematics,Dept of Computer Science,"Chiribella,Giulio"
2020-21 Sem 1,UG,COMP2121,1B,Online,2020-10-09,2020-10-09,,,,,FRI,,,ONLINE,09:30,11:20,Discrete mathematics,Dept of Computer Science,"Chiribella,Giulio"
2020-21 Sem 1,UG,COMP2121,1B,Online,2020-10-20,2020-11-24,,TUE,,,,,,ONLINE,09:30,10:20,Discrete mathematics,Dept of Computer Science,"Chiribella,Giulio"
2020-21 Sem 1,UG,COMP2121,1B,Online,2020-10-23,2020-11-27,,,,,FRI,,,ONLINE,09:30,11:20,Discrete mathematics,Dept of Computer Science,"Chiribella,Giulio"
2020-21 Sem 1,UG,COMP2121,1C,Online,2020-09-01,2020-10-06,,TUE,,,,,,ONLINE,09:30,10:20,Discrete mathematics,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 1,UG,COMP2121,1C,Online,2020-09-04,2020-09-25,,,,,FRI,,,ONLINE,09:30,11:20,Discrete mathematics,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 1,UG,COMP2121,1C,Online,2020-10-09,2020-10-09,,,,,FRI,,,ONLINE,09:30,11:20,Discrete mathematics,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 1,UG,COMP2121,1C,Online,2020-10-20,2020-11-24,,TUE,,,,,,ONLINE,09:30,10:20,Discrete mathematics,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 1,UG,COMP2121,1C,Online,2020-10-23,2020-11-27,,,,,FRI,,,ONLINE,09:30,11:20,Discrete mathematics,Dept of Computer Science,"Ramanathan,Ravishankar"
2020-21 Sem 1,UG,COMP2396,1A,Online,2020-09-04,2020-09-25,,,,,FRI,,,ONLINE,15:30,17:20,Object-oriented programming and Java,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 1,UG,COMP2396,1A,Online,2020-09-07,2020-10-05,MON,,,,,,,ONLINE,15:30,17:20,Object-oriented programming and Java,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 1,UG,COMP2396,1A,Online,2020-10-09,2020-10-09,,,,,FRI,,,ONLINE,15:30,17:20,Object-oriented programming and Java,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 1,UG,COMP2396,1A,Online,2020-10-19,2020-10-19,MON,,,,,,,ONLINE,15:30,17:20,Object-oriented programming and Java,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 1,UG,COMP2396,1A,Online,2020-10-23,2020-11-27,,,,,FRI,,,ONLINE,15:30,17:20,Object-oriented programming and Java,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 1,UG,COMP2396,1A,Online,2020-11-02,2020-11-30,MON,,,,,,,ONLINE,15:30,17:20,Object-oriented programming and Java,Dept of Computer Science,"Wong,Kwan Yee Kenneth"
2020-21 Sem 1,UG,COMP3230,1A,Online,2020-09-01,2020-10-06,,TUE,,,,,,ONLINE,13:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3230,1A,Online,2020-09-04,2020-09-25,,,,,FRI,,,ONLINE,14:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3230,1A,Online,2020-10-09,2020-10-09,,,,,FRI,,,ONLINE,14:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3230,1A,Online,2020-10-20,2020-11-24,,TUE,,,,,,ONLINE,13:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3230,1A,Online,2020-10-23,2020-11-27,,,,,FRI,,,ONLINE,14:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3230,1B,Online,2020-09-03,2020-09-24,,,,THU,,,,ONLINE,13:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3230,1B,Online,2020-09-07,2020-10-05,MON,,,,,,,ONLINE,14:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3230,1B,Online,2020-10-08,2020-10-08,,,,THU,,,,ONLINE,13:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3230,1B,Online,2020-10-19,2020-10-19,MON,,,,,,,ONLINE,14:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3230,1B,Online,2020-10-22,2020-11-26,,,,THU,,,,ONLINE,13:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3230,1B,Online,2020-11-02,2020-11-30,MON,,,,,,,ONLINE,14:30,15:20,Principles of operating systems,Dept of Computer Science,"Wang,Cho Li"
2020-21 Sem 1,UG,COMP3231,1A,Face-to-face,2020-09-01,2020-10-06,,TUE,,,,,,CPD-3.28,15:30,16:20,Computer architecture,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 1,UG,COMP3231,1A,Face-to-face,2020-09-04,2020-09-25,,,,,FRI,,,CPD-LG.07,15:30,17:20,Computer architecture,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 1,UG,COMP3231,1A,Face-to-face,2020-10-09,2020-10-09,,,,,FRI,,,CPD-LG.07,15:30,17:20,Computer architecture,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 1,UG,COMP3231,1A,Face-to-face,2020-10-20,2020-11-24,,TUE,,,,,,CPD-3.28,15:30,16:20,Computer architecture,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 1,UG,COMP3231,1A,Face-to-face,2020-10-23,2020-11-27,,,,,FRI,,,CPD-LG.07,15:30,17:20,Computer architecture,Dept of Computer Science,"Cui,Heming"
2020-21 Sem 1,UG,COMP3258,1A,Online,2020-09-03,2020-09-24,,,,THU,,,,ONLINE,15:30,16:20,Functional programming,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 1,UG,COMP3258,1A,Online,2020-09-07,2020-10-05,MON,,,,,,,ONLINE,15:30,17:20,Functional programming,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 1,UG,COMP3258,1A,Online,2020-10-08,2020-10-08,,,,THU,,,,ONLINE,15:30,16:20,Functional programming,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 1,UG,COMP3258,1A,Online,2020-10-19,2020-10-19,MON,,,,,,,ONLINE,15:30,17:20,Functional programming,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 1,UG,COMP3258,1A,Online,2020-10-22,2020-11-26,,,,THU,,,,ONLINE,15:30,16:20,Functional programming,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 1,UG,COMP3258,1A,Online,2020-11-02,2020-11-30,MON,,,,,,,ONLINE,15:30,17:20,Functional programming,Dept of Computer Science,"Dos Santos Oliveira,Bruno Cesar"
2020-21 Sem 1,UG,COMP3270,1A,Face-to-face,2020-09-01,2020-10-06,,TUE,,,,,,LE1,10:30,12:20,Artificial intelligence,Dept of Computer Science,"Chan,Kwok Ping"
2020-21 Sem 1,UG,COMP3270,1A,Face-to-face,2020-09-04,2020-09-25,,,,,FRI,,,LE1,11:30,12:20,Artificial intelligence,Dept of Computer Science,"Chan,Kwok Ping"
2020-21 Sem 1,UG,COMP3270,1A,Face-to-face,2020-10-09,2020-10-09,,,,,FRI,,,LE1,11:30,12:20,Artificial intelligence,Dept of Computer Science,"Chan,Kwok Ping"
2020-21 Sem 1,UG,COMP3270,1A,Face-to-face,2020-10-20,2020-11-24,,TUE,,,,,,LE1,10:30,12:20,Artificial intelligence,Dept of Computer Science,"Chan,Kwok Ping"
2020-21 Sem 1,UG,COMP3270,1A,Face-to-face,2020-10-23,2020-11-27,,,,,FRI,,,LE1,11:30,12:20,Artificial intelligence,Dept of Computer Science,"Chan,Kwok Ping"
2020-21 Sem 1,UG,COMP3278,1A,Online,2020-09-03,2020-09-24,,,,THU,,,,ONLINE,09:30,10:20,Introduction to database management systems,Dept of Computer Science,"Lam,Ka Man"
2020-21 Sem 1,UG,COMP3278,1A,Online,2020-09-07,2020-10-05,MON,,,,,,,ONLINE,09:30,11:20,Introduction to database management systems,Dept of Computer Science,"Lam,Ka Man"
2020-21 Sem 1,UG,COMP3278,1A,Online,2020-10-08,2020-10-08,,,,THU,,,,ONLINE,09:30,10:20,Introduction to database management systems,Dept of Computer Science,"Lam,Ka Man"
2020-21 Sem 1,UG,COMP3278,1A,Online,2020-10-19,2020-10-19,MON,,,,,,,ONLINE,09:30,11:20,Introduction to database management systems,Dept of Computer Science,"Lam,Ka Man"
